station_code,longitude,value
56755,100.4,366
56756,100.58,275
56756,100.5833,91
56757,100.2833,91
56757,100.29,275
56761,101.3167,91
56761,101.32,275
56763,101.86,95
56763,101.8667,91
56763,101.87,180
56764,101.23,275
56764,101.2333,91
56766,101.5167,91
56766,101.52,275
56767,101.26,274
56767,101.2667,91
56767,133.99,1
56768,101.55,366
56772,102.5,366
56774,102.4167,91
56774,102.42,275
56775,102.45,351
56775,102.46,15
56777,102.1,366
56778,102.65,366
56781,103.2667,91
56781,103.27,275
56782,103.5667,91
56782,103.57,275
56783,103.8,366
56785,103.08,275
56785,103.0833,91
56786,103.8167,91
56786,103.82,275
56788,103.6167,91
56788,103.62,275
56790,104.25,366
56792,104.9667,91
56792,104.97,275
56793,104.53,275
56793,104.5333,91
56835,97.78,275
56835,97.7833,91
56836,97.95,366
56838,97.85,366
56839,98.8167,91
56839,98.82,275
56840,98.26,275
56840,98.2667,91
56841,98.69,275
56841,98.7,91
56842,99.18,275
56842,99.1833,91
56843,99.6167,91
56843,99.62,275
56844,98.57,201
56844,98.58,74
56844,98.5833,91
56846,99.93,275
56846,99.9333,91
56849,99.23,275
56849,99.2333,91
56851,100.5167,91
56851,100.52,275
56854,100.13,275
56854,100.1333,91
56856,100.86,275
56856,100.8667,91
56862,101.6,366
56863,102.5,366
56867,101.1167,91
56867,101.12,275
56869,101.9667,91
56869,101.97,275
56870,102.18,275
56870,102.1833,91
56871,102.5667,91
56871,102.57,275
56872,102.6167,91
56872,102.62,275
56873,102.9167,91
56873,102.92,275
56875,102.55,366
56876,102.76,275
56876,102.7667,91
56878,102.75,366
56879,102.91,275
56879,102.9167,91
56880,103.1333,91
56880,103.14,275
56881,103.26,275
56881,103.2667,91
56882,102.83,275
56882,102.8333,91
56883,103.98,275
56883,103.9833,91
56885,103.45,366
56886,103.7667,91
56886,103.77,275
56889,104.18,275
56889,104.1833,91
56891,104.3167,91
56891,104.32,275
56898,102.4,91
56898,102.41,275
56944,99.2667,91
56944,99.27,275
56946,99.3833,34
56946,99.39,275
56948,99.6333,91
56948,99.64,275
56949,99.6,366
56950,99.8,8
56950,99.8167,83
56950,99.82,275
56951,100.1167,91
56951,100.12,275
56952,100.7167,91
56952,100.72,275
56954,99.93,275
56954,99.9333,91
56958,100.4667,91
56958,100.47,275
56959,100.78,275
56959,100.7833,91
56961,101.05,366
56962,101.6667,91
56962,101.67,275
56964,100.96,275
56964,100.9667,91
56966,101.9667,91
56966,101.97,275
56969,101.58,275
56969,101.5833,91
56970,102.4667,91
56970,102.47,275
56973,102.83,275
56973,102.8333,91
56975,102.43,275
56975,102.4333,91
56976,102.8167,91
56976,102.82,275
56977,101.85,91
56977,101.86,275
56978,102.4167,91
56978,102.42,275
56982,103.28,275
56982,103.2833,91
56984,103.15,366
56985,103.33,275
56985,103.3333,91
56986,103.68,275
56986,103.6833,91
56987,103.23,275
56987,103.2333,91
56989,103.95,366
56991,104.3333,91
56991,104.34,275
56992,104.68,275
56992,104.6833,91
56994,104.28,275
56994,104.2833,91
56995,104.4,366
56996,104.7,366
57001,105.33,275
57001,105.3333,91
57002,105.65,366
57003,106.83,275
57003,106.8333,91
57004,104.88,275
57004,104.8833,91
57006,105.74,275
57006,105.75,91
57007,105.15,91
57007,105.16,275
57008,105.3,366
57011,106.15,366
57012,106.2,366
57014,105.8667,91
57014,105.87,275
57016,107.13,275
57016,107.1333,91
57020,107.4,366
57021,107.13,275
57021,107.1333,91
57022,107.78,275
57022,107.7833,91
57023,108.11,275
57023,108.1167,91
57024,107.65,366
57025,107.38,275
57025,107.3833,91
57026,107.88,275
57026,107.8833,91
57027,107.73,275
57027,107.7333,91
57028,107.3167,91
57028,107.32,275
57029,108.45,366
57030,108.15,366
57031,108.55,366
57032,108.2,91
57032,108.21,275
57033,108.8167,91
57033,108.82,275
57034,108.2333,91
57034,108.24,275
57035,108.23,275
57035,108.2333,91
57037,108.9667,91
57037,108.97,275
57038,108.45,366
57039,108.88,275
57039,108.8833,91
57040,109.0667,91
57040,109.07,275
57041,108.9167,91
57041,108.92,275
57042,109.1833,91
57042,109.19,275
57043,109.9667,91
57043,109.97,275
57044,109.23,275
57044,109.2333,91
57045,109.49,275
57045,109.5,91
57046,110.08,275
57046,110.0833,91
57047,109.3167,91
57047,109.32,275
57048,108.7167,91
57048,108.72,275
57049,109.73,275
57049,109.7333,91
57051,111.24,275
57051,111.25,91
57052,110.45,366
57053,110.7167,91
57053,110.72,275
57054,110.25,366
57055,110.13,275
57055,110.1333,91
57056,110.85,91
57056,110.86,275
57057,110.15,366
57060,111.2167,91
57060,111.22,275
57061,111.2,366
57063,111.76,275
57063,111.7667,91
57065,112.13,275
57065,112.1333,91
57066,111.6667,91
57066,111.67,275
57067,111.0667,91
57067,111.07,275
57070,112.1167,91
57070,112.12,275
57071,112.4667,91
57071,112.47,275
57072,112.75,91
57072,112.76,275
57074,112.4,366
57075,112.89,275
57075,112.9,91
57076,112.78,275
57076,112.7833,91
57077,111.65,91
57077,111.66,275
57078,112.4667,91
57078,112.47,275
57079,113.0333,91
57079,113.04,275
57080,112.9667,91
57080,112.97,275
57081,113.4,366
57082,113.01,275
57082,113.0167,91
57083,113.66,275
57083,113.6667,91
57084,113.05,320
57084,113.49,46
57085,113.3333,91
57085,113.34,275
57086,113.7167,91
57086,113.72,275
57087,113.7333,91
57087,113.74,275
57088,113.5,366
57089,113.93,275
57089,113.9333,91
57090,113.9667,91
57090,113.97,275
57091,114.29,275
57091,114.3,91
57093,114.82,275
57093,114.8333,91
57094,114.22,275
57094,114.2333,91
57095,114.15,91
57095,114.16,275
57096,114.78,275
57096,114.7833,91
57098,114.41,275
57098,114.4167,91
57099,114.85,366
57102,105.7167,91
57102,105.72,275
57105,105.6,366
57106,106.15,366
57110,106.0667,91
57110,106.07,275
57111,106.3,366
57113,106.54,275
57113,106.55,91
57119,106.7,366
57123,108.0667,91
57123,108.07,275
57124,106.9167,91
57124,106.92,275
57126,107.55,366
57127,107.03,275
57127,107.0333,91
57128,107.33,275
57128,107.3333,91
57129,107.7167,91
57129,107.72,275
57131,108.9667,91
57131,108.97,275
57132,108.58,275
57132,108.5833,91
57134,107.98,275
57134,107.9833,91
57137,108.3167,91
57137,108.32,275
57140,109.1167,91
57140,109.12,275
57143,109.9667,91
57143,109.97,275
57144,109.15,366
57153,110.33,275
57153,110.3333,91
57154,110.9,366
57155,109.9167,91
57155,109.92,275
57156,111.4833,91
57156,111.49,275
57162,112.0667,91
57162,112.07,275
57169,111.88,275
57169,111.8833,91
57173,112.8833,91
57173,112.89,275
57175,112.24,275
57175,112.25,91
57176,112.46,275
57176,112.4667,91
57177,113.5333,91
57177,113.54,275
57178,112.4833,91
57178,112.49,275
57179,112.99,275
57179,113.0,91
57180,113.2,366
57181,113.0333,91
57181,113.04,275
57182,113.5167,91
57182,113.52,275
57183,113.92,275
57183,113.9333,91
57184,113.3,366
57185,113.5833,91
57185,113.59,275
57186,114.05,91
57186,114.06,275
57187,112.96,275
57187,112.9667,91
57188,114.04,275
57188,114.05,91
57189,113.96,275
57189,113.9667,91
57190,114.4167,91
57190,114.42,275
57191,114.4667,91
57191,114.47,275
57192,114.88,275
57192,114.8833,91
57193,114.5167,91
57193,114.52,275
57194,114.3,366
57195,114.63,275
57195,114.6333,91
57196,114.8667,91
57196,114.87,275
57197,114.35,366
57198,114.56,275
57198,114.5667,91
57204,105.2167,91
57204,105.22,275
57206,105.9,366
57208,105.5167,91
57208,105.52,275
57211,106.25,366
57213,106.93,275
57213,106.9333,91
57216,106.83,275
57216,106.8333,91
57217,106.25,91
57217,106.26,275
57231,108.53,275
57231,108.5333,91
57232,108.2667,91
57232,108.27,275
57233,108.51,275
57233,108.5167,91
57237,108.03,275
57237,108.0333,91
57238,107.89,275
57238,107.9,91
57242,109.3667,91
57242,109.37,275
57245,109.04,275
57245,109.05,91
57247,108.9,366
57248,109.3333,91
57248,109.34,275
57249,109.6833,91
57249,109.69,275
57251,110.4,91
57251,110.41,275
57253,110.8667,91
57253,110.87,275
57254,110.1167,91
57254,110.12,275
57256,110.78,275
57256,110.7833,91
57257,110.23,275
57257,110.2333,91
57259,110.7667,91
57259,110.77,275
57260,111.51,275
57260,111.5167,91
57261,111.5167,91
57261,111.52,275
57265,111.73,275
57265,111.7333,91
57268,111.6167,91
57268,111.62,275
57271,112.38,275
57271,112.3833,91
57273,112.8,364
57273,133.99,2
57274,111.98,275
57274,111.9833,91
57278,112.08,275
57278,112.0833,91
57279,112.75,91
57279,112.76,275
57281,113.3,366
57285,113.4,366
57290,113.91,275
57290,113.9167,91
57292,114.61,275
57292,114.6167,91
57293,114.98,275
57293,114.9833,91
57294,113.95,366
57295,114.33,275
57295,114.3333,91
57296,114.66,275
57296,114.6667,91
57297,114.04,275
57297,114.05,91
57298,114.55,366
57299,114.8833,91
57299,114.89,275
57303,105.9167,91
57303,105.92,275
57304,105.1667,91
57304,105.17,275
57306,105.98,275
57306,105.9833,91
57307,105.08,275
57307,105.0833,91
57308,105.38,238
57308,105.3833,91
57308,105.39,37
57309,105.88,275
57309,105.8833,91
57313,106.78,275
57313,106.7833,91
57314,106.0667,91
57314,106.07,275
57315,106.4,366
57317,106.4,11
57317,106.41,264
57317,106.4167,91
57318,106.58,275
57318,106.5833,91
57320,107.2167,91
57320,107.22,275
57324,107.08,275
57324,107.0833,91
57326,107.7167,91
57326,107.72,275
57328,107.5,91
57328,107.51,275
57329,107.85,366
57333,108.6667,91
57333,108.67,275
57338,108.4167,91
57338,108.42,275
57339,108.68,275
57339,108.6833,91
57343,109.53,275
57343,109.5333,91
57345,109.6167,91
57345,109.62,275
57348,109.48,275
57348,109.4833,91
57349,109.8667,91
57349,109.87,275
57355,110.35,366
57358,110.9667,91
57358,110.97,274
57358,133.99,1
57359,110.73,275
57359,110.7333,91
57361,111.2667,91
57361,111.27,275
57362,110.66,275
57362,110.6667,91
57363,111.83,275
57363,111.8333,91
57368,111.6333,91
57368,111.64,275
57370,112.2167,91
57370,112.22,275
57377,112.21,275
57377,112.2167,91
57378,112.63,275
57378,112.6333,91
57381,113.3333,91
57381,113.34,274
57381,133.99,1
57385,113.86,275
57385,113.8667,91
57386,114.0,366
57387,113.13,275
57387,113.1333,91
57388,113.69,178
57388,113.7,91
57388,113.71,97
57389,113.75,366
57390,114.0667,91
57390,114.07,275
57395,114.1667,91
57395,114.17,275
57396,114.8667,91
57396,114.87,275
57398,114.6167,91
57398,114.62,275
57399,114.95,366
57401,105.3667,91
57401,105.37,275
57402,105.7,366
57405,105.55,366
57407,105.03,275
57407,105.0333,91
57408,105.3167,91
57408,105.32,275
57409,105.78,275
57409,105.7833,91
57411,106.13,275
57411,106.1333,91
57413,107.0,366
57414,106.45,366
57415,106.63,253
57415,106.6333,91
57415,106.64,22
57416,106.93,275
57416,106.9333,91
57417,106.28,275
57417,106.2833,91
57420,107.1833,91
57420,107.19,275
57425,107.4,366
57426,107.8,366
57431,108.35,366
57432,108.4,366
57437,108.0167,91
57437,108.02,275
57438,108.13,275
57438,108.1333,91
57439,108.93,275
57439,108.9333,91
57445,109.7167,91
57445,109.72,275
57447,109.4667,91
57447,109.47,275
57453,111.4167,91
57453,111.42,275
57458,111.0667,91
57458,111.07,275
57460,111.78,275
57460,111.7833,91
57461,111.36,275
57461,111.3667,91
57462,111.08,275
57462,111.0833,91
57464,111.18,275
57464,111.1833,91
57465,111.43,275
57465,111.4333,91
57466,111.75,366
57469,111.7667,91
57469,111.77,275
57475,112.9,366
57476,112.15,366
57477,112.2167,91
57477,112.22,275
57481,113.57,28
57481,113.58,247
57481,113.5833,91
57482,113.95,366
57483,113.13,275
57483,113.1333,91
57484,112.55,275
57485,113.48,275
57485,113.4833,91
57486,113.85,366
57489,114.0,91
57489,114.01,275
57491,114.4,366
57492,114.8333,91
57492,114.84,275
57493,114.33,275
57493,114.3333,91
57494,114.05,366
57495,114.88,275
57495,114.8833,91
57496,114.6167,91
57496,114.62,275
57498,114.9333,91
57498,114.94,275
57499,114.88,275
57499,114.8833,91
57502,105.69,275
57502,105.7,91
57503,105.1167,91
57503,105.12,275
57505,105.58,275
57505,105.5833,91
57506,105.9,366
57507,105.3,366
57508,105.3667,91
57508,105.37,275
57509,106.9167,91
57509,106.92,275
57510,106.0667,91
57510,106.07,275
57511,106.45,366
57512,106.2667,91
57512,106.27,275
57513,106.63,275
57513,106.6333,91
57514,106.2167,91
57514,106.22,275
57516,106.4667,91
57516,106.47,275
57517,106.25,366
57518,106.5,366
57519,107.1167,91
57519,107.12,275
57520,107.0667,91
57520,107.07,275
57522,107.2667,91
57522,107.27,275
57523,107.76,275
57523,107.7667,34
57525,107.75,366
57536,108.7667,91
57536,108.77,275
57537,108.1667,91
57537,108.17,275
57540,109.14,275
57540,109.15,91
57541,109.48,275
57541,109.4833,91
57543,110.03,275
57543,110.0333,91
57544,109.44,275
57544,109.45,91
57545,109.4167,91
57545,109.42,275
57554,110.16,275
57554,110.1667,91
57558,110.4167,91
57558,110.42,275
57562,111.36,275
57562,111.3667,91
57564,111.0833,91
57564,111.09,275
57565,111.73,275
57565,111.7333,91
57566,111.6667,91
57566,111.67,275
57571,112.41,275
57571,112.4167,91
57573,112.9,366
57574,112.43,275
57574,112.4333,91
57575,112.6,366
57577,112.2,366
57581,113.44,275
57581,113.45,91
57582,113.8667,91
57582,113.87,275
57583,113.9667,91
57583,113.97,275
57584,113.0833,91
57584,113.09,275
57585,113.45,366
57586,114.0333,91
57586,114.04,275
57589,113.88,275
57589,113.8833,91
57590,114.3667,91
57590,114.37,275
57595,114.45,91
57595,114.46,275
57596,114.2,91
57596,114.21,275
57598,114.58,275
57598,114.5833,91
57600,105.06,275
57600,105.0667,91
57603,105.83,275
57603,105.8333,91
57604,105.39,275
57604,105.4,91
57605,105.8167,91
57605,105.82,275
57606,106.83,275
57606,106.8333,91
57608,105.41,13
57608,105.43,262
57608,105.4333,91
57609,105.71,275
57609,105.7167,91
57612,106.65,366
57614,106.2167,91
57614,106.22,275
57623,107.6,366
57625,107.45,91
57625,107.46,275
57633,108.7667,91
57633,108.77,275
57634,107.8833,91
57634,107.89,275
57635,109.0167,91
57635,109.02,275
57636,108.5,366
57637,108.1,366
57640,109.45,91
57640,109.46,275
57642,109.65,366
57643,109.8333,91
57643,109.84,275
57646,109.9667,91
57646,109.97,275
57647,109.2,366
57649,109.68,275
57649,109.6833,91
57655,110.4,366
57657,110.2,91
57657,110.21,275
57658,110.19,81
57658,110.2,285
57661,111.48,275
57661,111.4833,91
57662,111.68,275
57662,111.6833,91
57663,111.95,91
57663,111.96,275
57666,112.1667,91
57666,112.17,275
57669,111.2167,91
57669,111.22,275
57671,112.3667,91
57671,112.37,275
57673,112.93,275
57673,112.9333,91
57674,112.38,275
57674,112.3833,91
57678,112.55,91
57678,112.56,275
57679,113.2,366
57680,113.1,91
57680,113.11,275
57682,113.5667,91
57682,113.57,275
57687,112.7833,91
57687,112.79,275
57688,113.63,275
57688,113.6333,91
57694,114.3667,91
57694,114.37,275
57696,114.7667,91
57696,114.77,275
57698,114.43,275
57698,114.4333,91
57699,114.9667,91
57699,114.97,275
57707,105.2833,91
57707,105.29,275
57708,105.6,366
57710,106.4,366
57712,106.95,366
57714,106.23,275
57714,106.2333,91
57717,106.83,275
57717,106.8333,91
57718,106.7167,91
57718,106.72,275
57719,106.9,91
57719,106.91,275
57720,107.18,275
57720,107.1833,91
57722,107.5,91
57722,107.51,275
57723,107.7167,91
57723,107.72,275
57728,107.46,275
57728,107.4667,91
57729,107.88,275
57729,107.8833,91
57731,108.24,275
57731,108.25,91
57732,108.4,366
57734,108.23,275
57734,108.2333,91
57735,108.8167,91
57735,108.82,275
57736,108.85,366
57737,108.1167,91
57737,108.12,275
57738,108.4167,91
57738,108.42,275
57739,108.9167,91
57739,108.92,275
57740,109.6,366
57741,109.1667,31
57741,109.18,275
57741,109.1833,60
57742,109.2,91
57742,109.21,275
57743,109.8,366
57744,109.16,275
57744,109.1667,91
57745,109.68,275
57745,109.6833,91
57749,110.0,366
57752,110.6,366
57754,109.8333,91
57754,109.84,275
57758,110.6,91
57758,110.61,275
57760,111.43,252
57760,111.4333,91
57760,111.44,23
57761,111.3,366
57762,111.68,275
57762,111.6833,91
57763,112.0,366
57766,111.45,366
57767,111.0,91
57767,111.01,275
57768,111.45,366
57769,111.7333,91
57769,111.74,275
57771,112.53,275
57771,112.5333,91
57772,112.5,91
57772,112.51,275
57773,112.83,275
57773,112.8333,91
57774,112.1667,91
57774,112.17,275
57776,112.69,275
57776,112.7,91
57777,100.27,1
57777,112.8333,91
57777,112.84,274
57778,112.95,366
57779,113.35,366
57780,113.1667,91
57780,113.17,275
57781,113.5,91
57781,113.51,275
57783,113.8167,91
57783,113.82,275
57786,113.85,366
57789,113.95,366
57792,114.68,275
57792,114.6833,91
57793,114.3667,91
57793,114.37,275
57794,114.0167,91
57794,114.02,275
57796,114.88,275
57796,114.8833,91
57798,114.6,366
57799,114.9167,91
57799,114.92,275
57800,105.3667,91
57800,105.37,275
57803,106.0167,91
57803,106.02,275
57805,105.7667,91
57805,105.77,275
57806,105.9,366
57807,105.46,275
57807,105.4667,91
57808,105.7333,91
57808,105.74,275
57809,105.75,366
57811,106.6,366
57813,106.4667,91
57813,106.47,275
57814,106.2667,91
57814,106.27,275
57816,106.73,275
57816,106.7333,91
57818,106.44,275
57818,106.45,91
57821,107.5,366
57822,107.9,366
57824,107.25,366
57825,107.98,275
57825,107.9833,91
57827,107.51,275
57827,107.5167,60
57827,107.5333,31
57828,107.58,275
57828,107.5833,91
57829,107.8,366
57832,108.6667,91
57832,108.67,275
57834,108.3,366
57835,108.43,275
57835,108.4333,91
57837,108.0667,91
57837,108.07,275
57839,109.13,275
57839,109.1333,91
57840,109.2,366
57841,109.6667,91
57841,109.67,275
57842,109.7167,91
57842,109.72,275
57844,109.25,91
57844,109.26,275
57845,109.78,275
57845,109.7833,91
57846,110.15,366
57851,110.83,275
57851,110.8333,91
57853,110.63,275
57853,110.6333,91
57857,110.3167,91
57857,110.32,275
57859,110.63,275
57859,110.6333,91
57860,111.28,275
57860,111.2833,91
57865,111.6167,91
57865,111.62,275
57866,111.6167,91
57866,111.62,275
57867,111.2833,91
57867,111.29,275
57868,111.85,91
57868,111.86,275
57870,112.08,1
57870,112.1,365
57871,112.3667,91
57871,112.37,275
57872,112.6,366
57874,112.39,275
57874,112.4,91
57875,112.6833,91
57875,112.69,275
57876,112.83,274
57876,112.8333,91
57876,133.99,1
57881,113.26,275
57881,113.2667,91
57882,113.55,366
57883,114.28,275
57883,114.2833,91
57886,113.79,275
57886,113.8,91
57887,113.11,275
57887,113.1167,91
57889,113.94,275
57889,113.95,91
57891,114.25,366
57894,114.1667,91
57894,114.17,275
57895,114.78,275
57895,114.7833,91
57896,114.5167,91
57896,114.52,275
57899,114.88,275
57899,114.8833,91
57900,105.2167,91
57900,105.22,275
57902,105.18,275
57902,105.1833,91
57903,105.6,366
57905,105.61,275
57905,105.6167,91
57906,106.08,275
57906,106.0833,91
57907,104.9,366
57908,105.48,275
57908,105.4833,91
57909,105.8167,91
57909,105.82,275
57910,106.08,275
57910,106.0833,91
57911,106.65,335
57911,106.6667,31
57912,106.6333,31
57912,106.65,60
57912,106.66,275
57913,106.98,275
57913,106.9833,91
57914,106.6667,91
57914,106.67,275
57915,106.75,60
57915,106.76,275
57915,106.7667,31
57916,106.76,275
57916,106.7667,91
57921,107.35,366
57922,107.55,366
57923,107.8667,91
57923,107.87,275
57926,107.88,275
57926,107.8833,91
57927,107.18,275
57927,107.1833,91
57932,108.5167,91
57932,108.52,275
57936,108.91,275
57936,108.9167,91
57941,109.6,366
57942,110.0,366
57947,109.4,366
57948,109.25,366
