station_code,longitude,value
57949,110.0,366
57954,110.15,366
57955,110.6667,91
57955,110.67,275
57956,110.3333,91
57956,110.34,275
57957,110.3,366
57958,110.3167,91
57958,110.32,275
57960,111.0667,91
57960,111.07,275
57962,111.65,91
57962,111.66,275
57964,111.15,366
57965,111.6,366
57966,111.96,275
57966,111.9667,91
57969,111.31,275
57969,111.3167,91
57971,112.2,91
57971,112.21,275
57972,112.9667,91
57972,112.97,178
57972,112.98,97
57973,112.7167,91
57973,112.72,275
57974,112.3667,91
57974,112.37,275
57975,112.2,366
57976,112.9333,91
57976,112.94,275
57978,112.55,366
57981,113.2167,91
57981,113.22,275
57985,113.68,275
57985,113.6833,91
57988,113.34,275
57988,113.35,91
57989,113.76,275
57989,113.7667,91
57990,114.3167,91
57990,114.32,275
57991,114.5667,91
57991,114.57,275
57992,114.73,275
57992,114.7333,91
57993,115.0167,91
57993,115.02,275
57994,114.35,366
57995,114.8667,91
57995,114.87,275
57996,114.25,91
57996,114.26,275
58001,115.1,366
58002,115.58,275
58002,115.5833,91
58003,115.88,275
58003,115.8833,91
58004,115.19,275
58004,115.2,91
58005,115.5333,91
58005,115.54,275
58006,115.88,275
58006,115.8833,91
58007,115.36,275
58007,115.3667,91
58008,115.3167,91
58008,115.32,275
58011,116.0667,91
58011,116.07,275
58012,116.65,91
58012,116.66,275
58013,116.9,91
58013,116.91,275
58015,116.33,275
58015,116.3333,91
58016,116.9667,91
58016,116.97,275
58017,116.15,366
58020,117.1333,91
58020,117.14,275
58021,117.28,275
58021,117.2833,91
58022,117.48,275
58022,117.4833,91
58024,117.58,275
58024,117.5833,91
58025,117.73,275
58025,117.7333,91
58026,118.0167,91
58026,118.02,275
58027,117.16,275
58027,117.1667,91
58030,118.0167,91
58030,118.02,275
58032,118.65,366
58034,118.3167,91
58034,118.32,275
58035,118.35,366
58036,118.71,275
58036,118.7167,91
58038,118.78,275
58038,118.7833,91
58040,119.13,275
58040,119.1333,91
58041,119.43,275
58041,119.4333,91
58044,119.23,275
58044,119.2333,91
58045,119.6,366
58047,119.2333,91
58047,119.24,275
58048,119.29,275
58048,119.3,34
58049,119.8,366
58100,115.1333,91
58100,115.14,275
58101,115.49,275
58101,115.5,91
58102,115.73,275
58102,115.7333,91
58104,115.05,366
58107,115.26,275
58107,115.2667,91
58108,115.3667,91
58108,115.37,275
58109,115.65,366
58111,116.4167,91
58111,116.42,275
58112,116.45,366
58113,116.7,366
58114,116.18,275
58114,116.1833,91
58116,116.8667,91
58116,116.87,275
58117,116.2,366
58118,116.5167,91
58118,116.52,275
58122,117.08,275
58122,117.0833,91
58125,117.5167,91
58125,117.52,275
58126,117.91,275
58126,117.9167,91
58127,117.0667,91
58127,117.07,275
58128,117.35,366
58129,117.83,275
58129,117.8333,91
58130,117.95,91
58130,117.96,275
58131,118.2167,91
58131,118.22,275
58132,118.68,275
58132,118.6833,91
58135,118.2167,91
58135,118.22,275
58138,118.5,91
58138,118.51,275
58139,118.91,275
58139,118.9167,91
58140,119.3,366
58141,118.93,275
58141,118.9333,91
58143,119.85,366
58145,119.15,366
58146,119.7667,91
58146,119.77,275
58147,119.01,275
58147,119.0167,34
58148,119.34,275
58148,119.35,91
58150,120.3,366
58154,120.1,366
58158,120.45,91
58158,120.46,275
58202,115.5667,91
58202,115.57,275
58203,115.73,275
58203,115.7333,91
58205,115.4167,91
58205,115.42,275
58207,115.05,366
58208,115.6167,91
58208,115.62,275
58210,116.15,91
58210,116.16,275
58212,116.7667,91
58212,116.77,275
58214,116.3,366
58215,116.78,275
58215,116.7833,91
58220,117.15,91
58220,117.16,275
58221,117.3,366
58222,117.55,366
58223,117.98,275
58223,117.9833,91
58224,117.05,366
58225,117.6667,91
58225,117.67,275
58230,118.28,261
58230,118.2833,91
58230,118.29,14
58234,118.4167,91
58234,118.42,275
58235,118.85,366
58236,118.25,366
58237,118.5833,91
58237,118.59,275
58238,118.9,366
58240,119.0,366
58241,119.4833,34
58241,119.49,275
58242,119.16,275
58242,119.1667,91
58243,119.8167,91
58243,119.82,275
58244,119.5833,91
58244,119.59,275
58245,119.4167,91
58245,119.42,275
58246,119.99,275
58246,120.0,91
58247,119.8,366
58249,120.05,366
58250,120.16,275
58250,120.1667,91
58251,120.28,275
58251,120.2833,91
58252,119.5,309
58254,120.41,275
58254,120.4167,91
58255,120.61,275
58255,120.6167,91
58257,120.3,366
58259,120.98,275
58259,120.9833,91
58264,121.2167,91
58264,121.22,275
58265,121.54,275
58265,121.55,91
58268,121.08,275
58268,121.0833,91
58269,121.65,366
58301,115.3833,91
58301,115.39,275
58306,115.88,275
58306,115.8833,91
58311,116.5,366
58314,116.3167,91
58314,116.32,275
58316,116.9167,91
58316,116.92,275
58317,116.3667,91
58317,116.37,275
58319,116.95,366
58320,117.03,275
58320,117.0333,91
58321,117.05,91
58321,117.06,275
58323,117.45,91
58323,117.46,275
58326,117.83,275
58326,117.8333,91
58327,117.28,275
58327,117.2833,91
58329,117.8667,91
58329,117.87,275
58330,118.08,275
58330,118.0833,91
58331,118.3667,91
58331,118.37,275
58334,118.4167,91
58334,118.42,275
58335,118.5667,91
58335,118.57,275
58336,118.5667,91
58336,118.57,275
58337,118.2167,91
58337,118.22,275
58338,118.6,366
58339,118.9,366
58340,119.06,275
58340,119.0667,91
58341,119.59,275
58341,119.6,91
58342,119.5333,91
58342,119.54,275
58343,119.98,275
58343,119.9833,91
58344,119.2,366
58345,119.5,366
58346,119.81,275
58346,119.8167,91
58349,120.56,275
58349,120.5667,91
58351,120.3,366
58352,120.7667,91
58352,120.77,275
58353,120.5667,91
58353,120.57,275
58354,120.35,366
58356,121.0,366
58358,120.43,275
58358,120.4333,31
58359,120.6167,91
58359,120.62,275
58360,121.2,366
58361,121.3667,91
58361,121.37,275
58362,121.44,275
58362,121.45,91
58365,121.2,366
58366,121.49,275
58366,121.5,91
58367,121.43,275
58367,121.4333,91
58369,121.78,275
58369,121.7833,91
58370,121.53,275
58370,121.5333,91
58377,121.1,91
58377,121.11,275
58401,115.4,366
58402,115.6667,91
58402,115.67,275
58404,115.2167,91
58404,115.22,275
58407,115.03,275
58407,115.0333,91
58408,115.4667,91
58408,115.47,275
58409,115.93,275
58409,115.9333,91
58414,116.3167,91
58414,116.32,274
58414,133.99,1
58415,116.55,366
58416,116.8167,91
58416,116.82,275
58417,116.1167,91
58417,116.12,275
58418,116.6667,91
58418,116.67,275
58419,117.0,366
58420,117.23,275
58420,117.2333,91
58421,117.86,275
58421,117.8667,91
58423,117.78,275
58423,117.7833,91
58424,116.9667,91
58424,116.97,275
58426,118.13,275
58426,118.1333,91
58427,117.5,366
58428,117.5,366
58429,117.85,366
58431,118.3167,91
58431,118.32,275
58432,118.4,366
58433,118.75,366
58435,118.53,275
58435,118.5333,91
58436,118.98,275
58436,118.9833,91
58437,118.15,366
58438,118.58,275
58438,118.5833,91
58441,119.4167,91
58441,119.42,275
58442,119.18,275
58442,119.1833,91
58443,119.89,275
58443,119.9,91
58446,119.7,357
58446,119.71,9
58448,119.7,366
58449,119.95,366
58450,120.05,366
58451,120.93,275
58451,120.9333,91
58452,120.7667,91
58452,120.77,275
58453,120.5,356
58453,120.51,10
58454,119.98,275
58454,119.9833,91
58455,120.48,275
58455,120.4833,91
58456,120.5167,91
58456,120.52,275
58457,120.1667,91
58457,120.17,275
58458,120.9,366
58459,120.28,275
58459,120.2833,91
58460,121.2667,91
58460,121.27,275
58461,121.1167,91
58461,121.12,275
58462,121.18,275
58462,121.1833,91
58463,121.5,366
58464,121.1167,91
58464,121.12,275
58467,121.3,366
58468,121.13,275
58468,121.1333,91
58472,122.45,366
58474,122.05,366
58477,122.1,363
58477,122.11,3
58484,122.2,366
58500,115.2167,91
58500,115.22,275
58501,115.63,275
58501,115.6333,91
58502,116.0167,91
58502,116.02,275
58503,115.6667,91
58503,115.67,275
58505,115.9,366
58506,115.98,275
58506,115.9833,91
58507,115.1167,91
58507,115.12,273
58507,133.99,2
58508,115.73,275
58508,115.7333,91
58509,115.8167,91
58509,115.82,275
58510,116.2167,91
58510,116.22,275
58512,116.5333,6
58512,116.54,275
58512,116.55,85
58514,116.03,275
58514,116.0333,91
58517,116.18,275
58517,116.1833,91
58519,116.6667,91
58519,116.67,275
58520,117.69,275
58520,117.7,91
58523,117.93,275
58523,117.9333,91
58524,117.2167,91
58524,117.22,275
58527,117.2,366
58529,117.85,366
58530,118.43,275
58530,118.4333,91
58531,118.28,275
58531,118.2833,91
58534,118.18,275
58534,118.1833,91
58537,118.4,366
58542,119.68,275
58542,119.6833,91
58543,119.0167,91
58543,119.02,275
58544,119.2667,91
58544,119.27,275
58546,119.88,273
58546,119.8833,91
58546,133.99,2
58547,119.19,275
58547,119.2,91
58548,119.48,275
58548,119.4833,91
58549,119.65,364
58549,119.66,2
58550,120.25,366
58553,120.8167,91
58553,120.82,275
58555,120.88,275
58555,120.8833,91
58556,120.81,1
58556,120.8167,91
58556,120.82,274
58557,120.08,275
58557,120.0833,91
58558,120.2167,91
58558,120.22,275
58559,120.9667,91
58559,120.97,275
58560,120.43,275
58560,120.4333,91
58561,121.6,366
58562,121.5,366
58563,121.83,275
58563,121.8333,91
58565,121.38,275
58565,121.3833,91
58566,121.9167,91
58566,121.92,275
58567,121.43,275
58567,121.4333,91
58568,121.38,275
58568,121.3833,91
58569,121.95,366
58570,122.3,366
58599,124.91,232
58600,115.3667,91
58600,115.37,275
58601,115.35,366
58602,115.55,366
58605,115.38,275
58605,115.3833,91
58606,115.9,366
58607,115.9667,91
58607,115.97,275
58608,115.55,366
58609,115.8167,91
58609,115.82,275
58612,116.68,275
58612,116.6833,91
58614,116.28,275
58614,116.2833,91
58615,117.0667,91
58615,117.07,275
58616,116.8167,91
58616,116.82,275
58618,116.6,366
58619,116.2667,91
58619,116.27,275
58620,117.1,366
58622,117.58,275
58622,117.5833,91
58623,117.9,366
58624,117.45,366
58625,117.6,366
58626,117.23,275
58626,117.2333,91
58627,117.05,366
58629,117.7,366
58631,118.5,366
58632,118.6,366
58633,118.9,366
58634,118.25,366
58635,118.2,366
58637,117.98,275
58637,117.9833,91
58642,119.8,366
58643,120.03,275
58643,120.0333,91
58644,119.28,275
58644,119.2833,91
58646,119.93,275
58646,119.9333,91
58647,119.13,275
58647,119.1333,91
58648,119.63,275
58652,120.7167,91
58652,120.72,275
58654,120.08,275
58654,120.0833,91
58656,120.9667,91
58656,120.97,275
58657,120.28,275
58657,120.2833,91
58658,120.68,275
58658,120.6833,91
58659,120.65,366
58660,121.18,249
58660,121.2,117
58664,121.3667,91
58664,121.37,275
58665,121.4167,91
58665,121.42,275
58666,121.9,366
58667,121.2667,91
58667,121.27,275
58693,115.83,275
58693,115.8333,91
58696,125.01,232
58701,115.4,366
58704,115.35,366
58705,115.4167,91
58705,115.42,275
58706,115.83,275
58706,115.8333,91
58707,115.13,275
58707,115.1333,91
58710,116.05,366
58712,116.78,275
58712,116.7833,91
58713,117.0667,91
58713,117.07,275
58714,116.23,275
58714,116.2333,91
58715,116.65,366
58718,116.53,275
58718,116.5333,91
58719,116.9167,91
58719,116.92,275
58724,117.3167,91
58724,117.32,275
58725,117.4667,91
58725,117.47,275
58730,118.03,275
58730,118.0333,91
58731,118.53,275
58731,118.5333,91
58734,118.1167,91
58734,118.12,275
58735,118.75,366
58736,118.8167,91
58736,118.82,275
58737,118.3167,91
58737,118.32,275
58742,119.5667,91
58742,119.57,275
58744,119.5,366
58745,119.08,275
58745,119.0833,91
58746,119.7,366
58747,119.35,366
58748,119.65,366
58749,119.88,275
58749,119.8833,91
58750,120.08,235
58750,120.0833,91
58750,133.99,40
58751,120.5667,91
58751,120.57,275
58752,120.65,366
58754,120.2,366
58760,121.15,366
58804,115.35,366
58806,116.0167,91
58806,116.02,275
58813,116.3,366
58814,116.35,366
58818,116.63,275
58818,116.6333,91
58819,116.79,275
58819,116.8,91
58820,117.1667,91
58820,117.17,275
58821,117.4833,91
58821,117.49,275
58822,116.85,366
58823,117.8,366
58824,117.15,366
58826,117.8,366
58828,117.6167,91
58828,117.62,275
58834,118.1667,91
58834,118.17,275
58836,118.73,275
58836,118.7333,91
58837,118.15,366
58839,118.86,275
58839,118.8667,91
58843,120.0167,91
58843,120.02,275
58844,119.15,366
58845,119.55,366
58846,119.5167,91
58846,119.52,275
58847,119.28,275
58847,119.2833,91
58848,119.55,366
58850,120.23,275
58850,120.2333,91
58903,116.0167,91
58903,116.02,275
58905,115.4167,91
58905,115.42,275
58906,115.8,366
58907,115.4,366
58911,116.3667,91
58911,116.37,275
58912,116.73,275
58912,116.7333,91
58917,116.1,366
58918,116.4167,91
58918,116.42,275
58921,117.35,1
58921,117.3667,90
58921,117.37,275
58923,117.83,275
58923,117.8333,91
58926,117.4167,91
58926,117.42,275
58927,117.0167,91
58927,117.02,275
58928,117.53,275
58928,117.5333,91
58929,118.2,366
58931,118.1,366
58932,118.93,275
58932,118.9333,91
58933,118.98,275
58933,118.9833,91
58934,118.2667,91
58934,118.27,274
58934,133.99,1
58935,118.23,275
58935,118.2333,91
58936,118.7,366
58938,119.1,366
58940,119.33,275
58940,119.3333,91
58941,119.5,366
58942,119.38,275
58942,119.3833,91
58944,119.78,275
58944,119.7833,91
58946,119.0,366
59001,105.33,275
59001,105.3333,91
59004,105.08,275
59004,105.0833,91
59007,105.05,366
59012,106.55,366
59015,106.53,239
59015,106.5333,91
59015,106.54,36
59017,106.2667,91
59017,106.27,275
59021,107.03,275
59021,107.0333,91
59022,107.55,366
59023,108.03,275
59023,108.0333,91
59025,107.38,275
59025,107.3833,91
59027,107.25,366
59031,108.2667,91
59031,108.27,275
59033,108.8667,91
59033,108.87,275
59034,108.65,366
59037,108.1,366
59038,108.65,366
59041,109.25,366
59044,109.38,275
59044,109.3833,91
59045,109.78,275
59045,109.7833,91
59046,109.4667,91
59046,109.47,275
59047,109.28,275
59047,109.2833,91
59051,110.5,366
59052,110.8167,91
59052,110.82,275
59053,110.63,275
59053,110.6333,91
59055,110.4,366
59057,110.18,275
59057,110.1833,91
59058,110.5167,91
59058,110.52,275
59059,110.8,366
59061,111.2667,91
59061,111.27,275
59063,111.5667,91
59063,111.57,275
59064,111.3,366
59065,111.5,366
59071,112.28,275
59071,112.2833,91
59072,112.3667,91
59072,112.37,275
59074,112.0667,91
59074,112.07,275
59075,112.63,275
59075,112.6333,91
59081,113.2833,91
59081,113.29,275
59082,113.6,366
59087,113.5167,91
59087,113.52,275
59088,113.41,275
59088,113.4167,91
59090,114.05,366
59091,114.5167,91
59091,114.52,275
59092,114.8,366
59093,115.03,275
59093,115.0333,91
59094,114.11,275
59094,114.1167,91
59096,114.5,366
59097,114.2,3
59097,114.21,275
59097,114.2167,88
59099,114.93,4
59099,114.9333,2
59099,114.94,271
59099,114.95,89
59102,115.65,366
59106,115.8667,91
59106,115.87,275
59107,115.28,275
59107,115.2833,91
59109,115.7167,91
59109,115.72,275
59113,116.7167,91
59113,116.72,275
59114,116.1667,91
59114,116.17,275
59116,116.7,366
59117,116.0667,91
59117,116.07,275
59122,117.75,366
59124,117.38,275
59124,117.3833,91
59125,117.3,366
59126,117.65,366
59127,117.83,275
59127,117.8333,91
59129,117.58,233
59129,117.5833,91
59129,117.59,42
59130,118.18,275
59130,118.1833,91
59131,118.3667,91
59131,118.37,275
59133,118.9167,91
59133,118.92,275
59134,118.0667,91
59134,118.07,275
59137,118.55,366
59205,105.63,275
59205,105.6333,91
59209,105.8167,91
59209,105.82,275
59211,106.6,366
59213,106.95,366
59215,106.63,275
59215,106.6333,91
59218,106.45,366
59224,107.1167,91
59224,107.12,275
59227,107.13,275
59227,107.1333,91
59228,107.5667,91
59228,107.57,275
59229,107.7,366
59230,108.1167,91
59230,108.12,275
59235,108.6167,91
59235,108.62,275
59237,108.3,366
59238,108.83,275
59238,108.8333,91
59241,109.7,366
59242,109.0,1
59242,109.15,365
59246,109.6667,91
59246,109.67,275
59249,109.5667,91
59249,109.57,275
59254,110.03,275
59254,110.0333,91
59255,110.4167,91
59255,110.42,275
59256,110.9,366
59264,111.5,366
59265,111.3,366
59266,111.25,366
59268,111.54,275
59268,111.55,91
59269,111.78,275
59269,111.7833,91
59270,112.1833,91
59270,112.19,275
59271,112.4167,91
59271,112.42,275
59276,112.64,275
59276,112.65,91
59278,112.48,275
59278,112.4833,91
59279,112.88,275
59279,112.8833,91
59280,113.08,275
59280,113.0833,91
59284,113.2333,91
59284,113.24,275
59285,113.6167,91
59285,113.62,275
59287,113.48,275
59287,113.4833,91
59288,113.01,275
59288,113.0167,91
59289,113.7333,91
59289,113.74,275
59290,114.25,366
59293,114.73,275
59293,114.7333,91
59294,113.83,275
59294,113.8333,91
59297,114.25,91
59297,114.26,275
59298,114.3667,91
59298,114.37,275
59303,115.75,366
59304,115.18,275
59304,115.1833,91
59306,115.85,366
59310,116.1667,91
59310,116.17,275
59312,116.7,363
59312,134.0,3
59313,116.9833,91
59313,116.99,275
59314,116.1333,1
59314,116.2,365
59315,116.4,366
59316,116.68,275
59316,116.6833,91
59317,116.3,366
59318,116.5833,91
59318,116.59,275
59319,116.8333,91
59319,116.84,275
59320,117.13,233
59320,117.1333,91
59320,117.14,42
59321,117.5,366
59322,117.3667,91
59322,117.37,275
59324,117.03,275
59324,117.0333,91
59417,106.85,366
59419,106.73,275
59419,106.7333,91
59421,107.1667,91
59421,107.17,275
59425,107.38,275
59425,107.3833,91
59426,107.9167,91
59426,107.92,275
59427,107.03,275
59427,107.0333,91
59429,108.0167,91
59429,108.02,275
59431,108.55,366
59435,108.45,366
59441,109.25,366
59446,109.3,366
59448,109.55,366
59449,109.98,275
59449,109.9833,91
59451,110.38,275
59451,110.3833,91
59452,110.53,275
59452,110.5333,91
59453,110.1167,91
59453,110.12,275
59454,111.0,365
59454,112.0,1
59456,110.92,275
59456,110.9333,91
59457,110.2667,91
59457,110.27,275
59462,111.6,366
59469,111.78,275
59469,111.7833,91
59470,112.2,91
59470,112.21,275
59471,112.05,366
59473,112.98,275
59473,112.9833,91
59475,112.65,366
59476,113.03,275
59476,113.0333,91
59477,112.23,275
59477,112.2333,91
59478,112.7833,91
59478,112.79,275
59480,113.24,275
59480,113.25,91
59481,113.36,275
59481,113.3667,91
59485,113.4,366
59487,113.3,366
59488,113.5667,91
59488,113.57,275
59492,114.6667,91
59492,114.67,275
59493,114.0,366
59500,115.31,275
59500,115.3167,91
59501,115.3667,91
59501,115.37,275
59502,115.65,366
59626,107.95,366
59631,108.35,366
59632,108.6,366
59635,108.39,99
59635,108.4,210
59640,109.18,275
59640,109.1833,91
59644,109.13,275
59644,109.1333,91
59647,109.1,366
59650,110.24,275
59650,110.25,91
59653,110.86,275
59653,110.8667,91
59654,110.3,366
59655,110.61,275
59655,110.6167,91
59656,110.81,275
59656,110.8167,91
59658,110.3,366
59659,110.91,275
59659,110.9167,91
59663,111.98,275
59663,111.9833,91
59664,110.9833,91
59664,110.99,275
59673,112.7667,91
59673,112.77,275
59750,110.0667,91
59750,110.07,275
59754,110.16,275
59754,110.1667,91
59757,110.3667,91
59757,110.37,275
59758,110.25,366
59838,108.6167,91
59838,108.62,275
59842,109.68,275
59842,109.6833,91
59843,110.0167,91
59843,110.02,275
59845,109.58,275
59845,109.5833,91
59847,109.05,366
59848,109.43,275
59848,109.4333,91
59849,109.84,275
59849,109.85,34
59851,110.3333,91
59851,110.34,275
59854,110.1,366
59855,110.48,275
59855,110.4833,91
59856,110.75,366
59940,109.16,275
59940,109.1667,91
59941,109.5167,91
59941,109.52,275
59945,109.7,366
59948,109.5833,91
59948,109.59,275
59951,110.33,275
59951,110.3333,91
59954,110.03,275
59954,110.0333,91
59981,112.33,275
59981,112.3333,91
59985,111.6167,91
59985,111.62,275
